entry,at,order
"""LilChao @ DPy8R1W2eP"" folds",2020-12-06T05:07:42.675Z,160723126267600
"""BDSuckout @ _9tNhnOi1R"" bets 3.00",2020-12-06T05:07:40.701Z,160723126070200
"flop:  [7♥, 2♠, 6♣]",2020-12-06T05:07:38.337Z,160723125833800
"""LilChao @ DPy8R1W2eP"" calls 3.00",2020-12-06T05:07:37.529Z,160723125753000
"""BDSuckout @ _9tNhnOi1R"" raises to 3.00",2020-12-06T05:07:36.200Z,160723125620100
"""LilChao @ DPy8R1W2eP"" calls 1.00",2020-12-06T05:07:34.141Z,160723125414200
"""BDSuckout @ _9tNhnOi1R"" posts a big blind of 1.00",2020-12-06T05:07:32.148Z,160723125215005
"""LilChao @ DPy8R1W2eP"" posts a small blind of 0.50",2020-12-06T05:07:32.148Z,160723125215004
"Player stacks: #3 ""BDSuckout @ _9tNhnOi1R"" (175.44) | #4 ""LilChao @ DPy8R1W2eP"" (274.37)",2020-12-06T05:07:32.148Z,160723125214901
"-- starting hand #364  (Pot Limit Omaha Hi) (dealer: ""LilChao @ DPy8R1W2eP"") --",2020-12-06T05:07:32.148Z,160723125214900
"-- ending hand #363 --",2020-12-06T05:07:29.227Z,160723124922802
"""LilChao @ DPy8R1W2eP"" collected 18.00 from pot",2020-12-06T05:07:29.227Z,160723124922801
"Uncalled bet of 12.00 returned to ""LilChao @ DPy8R1W2eP""",2020-12-06T05:07:29.227Z,160723124922800
"""BDSuckout @ _9tNhnOi1R"" folds",2020-12-06T05:07:28.423Z,160723124842400
"""LilChao @ DPy8R1W2eP"" bets 12.00",2020-12-06T05:07:22.550Z,160723124255100
"flop:  [A♦, Q♣, 6♦]",2020-12-06T05:07:14.247Z,160723123424900
"""BDSuckout @ _9tNhnOi1R"" calls 9.00",2020-12-06T05:07:13.441Z,160723123344200
"""LilChao @ DPy8R1W2eP"" raises to 9.00",2020-12-06T05:07:08.873Z,160723122887400
"""BDSuckout @ _9tNhnOi1R"" raises to 3.00",2020-12-06T05:07:04.038Z,160723122403900
"""LilChao @ DPy8R1W2eP"" posts a big blind of 1.00",2020-12-06T05:07:01.313Z,160723122131405
"""BDSuckout @ _9tNhnOi1R"" posts a small blind of 0.50",2020-12-06T05:07:01.313Z,160723122131404
"Player stacks: #3 ""BDSuckout @ _9tNhnOi1R"" (184.44) | #4 ""LilChao @ DPy8R1W2eP"" (265.37)",2020-12-06T05:07:01.313Z,160723122131401
"-- starting hand #363  (Pot Limit Omaha Hi) (dealer: ""BDSuckout @ _9tNhnOi1R"") --",2020-12-06T05:07:01.313Z,160723122131400
"""LilChao @ DPy8R1W2eP"" shows a 7♣, K♣, 7♥, 7♠.",2020-12-06T05:06:58.387Z,160723121838800
"-- ending hand #362 --",2020-12-06T05:06:57.662Z,160723121766302
"""BDSuckout @ _9tNhnOi1R"" collected 1.00 from pot",2020-12-06T05:06:57.662Z,160723121766301
"Uncalled bet of 0.50 returned to ""BDSuckout @ _9tNhnOi1R""",2020-12-06T05:06:57.662Z,160723121766300
"""LilChao @ DPy8R1W2eP"" folds",2020-12-06T05:06:56.855Z,160723121685600
"""BDSuckout @ _9tNhnOi1R"" posts a big blind of 1.00",2020-12-06T05:06:55.174Z,160723121517505
"""LilChao @ DPy8R1W2eP"" posts a small blind of 0.50",2020-12-06T05:06:55.174Z,160723121517504
"Player stacks: #3 ""BDSuckout @ _9tNhnOi1R"" (183.94) | #4 ""LilChao @ DPy8R1W2eP"" (265.87)",2020-12-06T05:06:55.174Z,160723121517501
"-- starting hand #362  (Pot Limit Omaha Hi) (dealer: ""LilChao @ DPy8R1W2eP"") --",2020-12-06T05:06:55.174Z,160723121517500
"-- ending hand #361 --",2020-12-06T05:06:48.125Z,160723120813203
"""BDSuckout @ _9tNhnOi1R"" shows a 7♣, A♣, A♦, 3♥.",2020-12-06T05:06:48.125Z,160723120813202
"""LilChao @ DPy8R1W2eP"" collected 36.00 from pot with Two Pair (combination: K♠, K♣, 3♣, 3♦, 9♠)",2020-12-06T05:06:48.125Z,160723120813201
"""LilChao @ DPy8R1W2eP"" shows a A♠, K♠, 3♣, 4♥.",2020-12-06T05:06:48.125Z,160723120813100
"""BDSuckout @ _9tNhnOi1R"" checks",2020-12-06T05:06:47.319Z,160723120731900
"""LilChao @ DPy8R1W2eP"" checks",2020-12-06T05:06:45.779Z,160723120578000
"river: 9♠, K♣, 8♣, 3♦ [5♥]",2020-12-06T05:06:42.085Z,160723120209300
"""LilChao @ DPy8R1W2eP"" calls 9.00",2020-12-06T05:06:41.271Z,160723120127200
"""BDSuckout @ _9tNhnOi1R"" bets 9.00",2020-12-06T05:06:37.964Z,160723119796700
"""LilChao @ DPy8R1W2eP"" checks",2020-12-06T05:06:35.883Z,160723119588400
"turn: 9♠, K♣, 8♣ [3♦]",2020-12-06T05:06:33.188Z,160723119319000
"""LilChao @ DPy8R1W2eP"" calls 6.00",2020-12-06T05:06:32.381Z,160723119238200
"""BDSuckout @ _9tNhnOi1R"" bets 6.00",2020-12-06T05:06:29.119Z,160723118912000
"""LilChao @ DPy8R1W2eP"" checks",2020-12-06T05:06:27.134Z,160723118713400
"flop:  [9♠, K♣, 8♣]",2020-12-06T05:06:23.752Z,160723118375400
"""LilChao @ DPy8R1W2eP"" calls 3.00",2020-12-06T05:06:22.946Z,160723118294700
"""BDSuckout @ _9tNhnOi1R"" raises to 3.00",2020-12-06T05:06:19.627Z,160723117962800
"""LilChao @ DPy8R1W2eP"" posts a big blind of 1.00",2020-12-06T05:06:17.084Z,160723117708505
"""BDSuckout @ _9tNhnOi1R"" posts a small blind of 0.50",2020-12-06T05:06:17.084Z,160723117708504
"Player stacks: #3 ""BDSuckout @ _9tNhnOi1R"" (201.94) | #4 ""LilChao @ DPy8R1W2eP"" (247.87)",2020-12-06T05:06:17.084Z,160723117708501
"-- starting hand #361  (Pot Limit Omaha Hi) (dealer: ""BDSuckout @ _9tNhnOi1R"") --",2020-12-06T05:06:17.084Z,160723117708500
"-- ending hand #360 --",2020-12-06T05:06:14.165Z,160723117416602
"""BDSuckout @ _9tNhnOi1R"" collected 1.00 from pot",2020-12-06T05:06:14.165Z,160723117416601
"Uncalled bet of 0.50 returned to ""BDSuckout @ _9tNhnOi1R""",2020-12-06T05:06:14.165Z,160723117416600
"""LilChao @ DPy8R1W2eP"" folds",2020-12-06T05:06:13.354Z,160723117335400
"""BDSuckout @ _9tNhnOi1R"" posts a big blind of 1.00",2020-12-06T05:06:10.207Z,160723117020805
"""LilChao @ DPy8R1W2eP"" posts a small blind of 0.50",2020-12-06T05:06:10.207Z,160723117020804
"Player stacks: #3 ""BDSuckout @ _9tNhnOi1R"" (201.44) | #4 ""LilChao @ DPy8R1W2eP"" (248.37)",2020-12-06T05:06:10.207Z,160723117020801
"-- starting hand #360  (Pot Limit Omaha Hi) (dealer: ""LilChao @ DPy8R1W2eP"") --",2020-12-06T05:06:10.207Z,160723117020800
"-- ending hand #359 --",2020-12-06T05:06:03.698Z,160723116370302
"""BDSuckout @ _9tNhnOi1R"" collected 96.00 from pot with Flush (combination: J♦, 7♦, 6♦, 4♦, 3♦)",2020-12-06T05:06:03.698Z,160723116370301
"""BDSuckout @ _9tNhnOi1R"" shows a 6♣, 4♦, 7♦, 5♣.",2020-12-06T05:06:03.698Z,160723116370300
"""BDSuckout @ _9tNhnOi1R"" checks",2020-12-06T05:06:02.869Z,160723116287600
"""LilChao @ DPy8R1W2eP"" checks",2020-12-06T05:06:01.904Z,160723116190500
"river: 6♦, 3♦, 4♠, J♦ [2♥]",2020-12-06T05:05:57.337Z,160723115734000
"""LilChao @ DPy8R1W2eP"" calls 24.00",2020-12-06T05:05:56.515Z,160723115651600
"""BDSuckout @ _9tNhnOi1R"" bets 24.00",2020-12-06T05:05:50.476Z,160723115047700
"""LilChao @ DPy8R1W2eP"" checks",2020-12-06T05:05:48.435Z,160723114843600
"turn: 6♦, 3♦, 4♠ [J♦]",2020-12-06T05:05:43.987Z,160723114399200
"""LilChao @ DPy8R1W2eP"" calls 18.00",2020-12-06T05:05:43.172Z,160723114317300
"""BDSuckout @ _9tNhnOi1R"" raises to 18.00",2020-12-06T05:05:37.181Z,160723113718200
"""LilChao @ DPy8R1W2eP"" bets 6.00",2020-12-06T05:05:34.176Z,160723113417700
"flop:  [6♦, 3♦, 4♠]",2020-12-06T05:05:26.921Z,160723112692300
"""BDSuckout @ _9tNhnOi1R"" calls 6.00",2020-12-06T05:05:26.101Z,160723112610600
"""LilChao @ DPy8R1W2eP"" raises to 6.00",2020-12-06T05:05:22.866Z,160723112286700
"""BDSuckout @ _9tNhnOi1R"" raises to 3.00",2020-12-06T05:05:18.305Z,160723111830500
"""LilChao @ DPy8R1W2eP"" posts a big blind of 1.00",2020-12-06T05:05:15.756Z,160723111576107
"""BDSuckout @ _9tNhnOi1R"" posts a small blind of 0.50",2020-12-06T05:05:15.756Z,160723111576106
"Player stacks: #3 ""BDSuckout @ _9tNhnOi1R"" (153.44) | #4 ""LilChao @ DPy8R1W2eP"" (296.37)",2020-12-06T05:05:15.756Z,160723111576103
"-- starting hand #359  (Pot Limit Omaha Hi) (dealer: ""BDSuckout @ _9tNhnOi1R"") --",2020-12-06T05:05:15.756Z,160723111576102
"The player ""Ravi @ ox-gnCkjtQ"" quits the game with a stack of 608.54.",2020-12-06T05:05:15.756Z,160723111576101
"The player ""Big B @ -nvwKal4Ww"" stand up with the stack of 601.84.",2020-12-06T05:05:15.756Z,160723111576100
"-- ending hand #358 --",2020-12-06T05:05:12.840Z,160723111284102
"""BDSuckout @ _9tNhnOi1R"" collected 1.00 from pot",2020-12-06T05:05:12.840Z,160723111284101
"Uncalled bet of 0.50 returned to ""BDSuckout @ _9tNhnOi1R""",2020-12-06T05:05:12.840Z,160723111284100
"""Big B @ -nvwKal4Ww"" folds",2020-12-06T05:05:12.035Z,160723111203600
"""LilChao @ DPy8R1W2eP"" folds",2020-12-06T05:05:03.567Z,160723110356800
"""BDSuckout @ _9tNhnOi1R"" posts a big blind of 1.00",2020-12-06T05:05:01.095Z,160723110109608
"""Big B @ -nvwKal4Ww"" posts a small blind of 0.50",2020-12-06T05:05:01.095Z,160723110109607
"Player stacks: #3 ""BDSuckout @ _9tNhnOi1R"" (152.94) | #4 ""LilChao @ DPy8R1W2eP"" (296.37) | #7 ""Big B @ -nvwKal4Ww"" (602.34)",2020-12-06T05:05:01.095Z,160723110109603
"-- starting hand #358  (Pot Limit Omaha Hi) (dealer: ""LilChao @ DPy8R1W2eP"") --",2020-12-06T05:05:01.095Z,160723110109602
"The player ""josh @ Cg8enqeOhO"" stand up with the stack of 333.52.",2020-12-06T05:05:01.095Z,160723110109601
"The player ""Ravi @ ox-gnCkjtQ"" stand up with the stack of 608.54.",2020-12-06T05:05:01.095Z,160723110109600
"-- ending hand #357 --",2020-12-06T05:04:55.064Z,160723109506901
"""BDSuckout @ _9tNhnOi1R"" collected 152.94 from pot with Two Pair (combination: K♥, K♦, Q♠, Q♣, A♣)",2020-12-06T05:04:55.064Z,160723109506900
"river: 2♣, K♦, Q♠, 8♠ [Q♣]",2020-12-06T05:04:52.036Z,160723109204500
"turn: 2♣, K♦, Q♠ [8♠]",2020-12-06T05:04:49.005Z,160723108901000
"flop:  [2♣, K♦, Q♠]",2020-12-06T05:04:45.991Z,160723108599300
"""Big B @ -nvwKal4Ww"" shows a 7♥, 5♥, 6♠, 7♣.",2020-12-06T05:04:42.971Z,160723108297202
"""BDSuckout @ _9tNhnOi1R"" shows a 3♦, 3♣, K♥, A♣.",2020-12-06T05:04:42.971Z,160723108297201
"Uncalled bet of 24.78 returned to ""Big B @ -nvwKal4Ww""",2020-12-06T05:04:42.971Z,160723108297200
"""BDSuckout @ _9tNhnOi1R"" calls 76.22 and go all in",2020-12-06T05:04:42.156Z,160723108215900
"""Big B @ -nvwKal4Ww"" raises to 101.00",2020-12-06T05:04:40.606Z,160723108060600
"""BDSuckout @ _9tNhnOi1R"" raises to 33.50",2020-12-06T05:04:27.680Z,160723106768100
"""Big B @ -nvwKal4Ww"" raises to 11.00",2020-12-06T05:04:24.930Z,160723106493300
"""LilChao @ DPy8R1W2eP"" folds",2020-12-06T05:04:20.178Z,160723106017900
"""BDSuckout @ _9tNhnOi1R"" raises to 3.50",2020-12-06T05:04:19.300Z,160723105930100
"""Ravi @ ox-gnCkjtQ"" folds",2020-12-06T05:04:11.988Z,160723105198900
"""josh @ Cg8enqeOhO"" folds",2020-12-06T05:04:10.401Z,160723105040200
"""Big B @ -nvwKal4Ww"" posts a big blind of 1.00",2020-12-06T05:04:03.680Z,160723104368208
"""LilChao @ DPy8R1W2eP"" posts a small blind of 0.50",2020-12-06T05:04:03.680Z,160723104368207
"Player stacks: #3 ""BDSuckout @ _9tNhnOi1R"" (76.22) | #4 ""LilChao @ DPy8R1W2eP"" (296.87) | #7 ""Big B @ -nvwKal4Ww"" (678.56) | #8 ""josh @ Cg8enqeOhO"" (333.52) | #10 ""Ravi @ ox-gnCkjtQ"" (608.54)",2020-12-06T05:04:03.680Z,160723104368201
"-- starting hand #357  (Pot Limit Omaha Hi) (dealer: ""BDSuckout @ _9tNhnOi1R"") --",2020-12-06T05:04:03.680Z,160723104368200
"-- ending hand #356 --",2020-12-06T05:04:00.742Z,160723104074502
"""LilChao @ DPy8R1W2eP"" collected 25.00 from pot",2020-12-06T05:04:00.742Z,160723104074501
"Uncalled bet of 12.50 returned to ""LilChao @ DPy8R1W2eP""",2020-12-06T05:04:00.742Z,160723104074500
"""josh @ Cg8enqeOhO"" folds",2020-12-06T05:03:59.893Z,160723103989400
"""LilChao @ DPy8R1W2eP"" bets 12.50",2020-12-06T05:03:49.831Z,160723102983100
"river: 6♥, 5♣, 8♥, Q♣ [Q♦]",2020-12-06T05:03:44.395Z,160723102440700
"""josh @ Cg8enqeOhO"" checks",2020-12-06T05:03:43.583Z,160723102358400
"""LilChao @ DPy8R1W2eP"" checks",2020-12-06T05:03:41.487Z,160723102148800
"turn: 6♥, 5♣, 8♥ [Q♣]",2020-12-06T05:03:36.710Z,160723101671400
"""josh @ Cg8enqeOhO"" calls 6.25",2020-12-06T05:03:35.896Z,160723101589700
"""LilChao @ DPy8R1W2eP"" bets 6.25",2020-12-06T05:03:33.790Z,160723101379100
"flop:  [6♥, 5♣, 8♥]",2020-12-06T05:03:25.811Z,160723100581300
"""josh @ Cg8enqeOhO"" calls 6.00",2020-12-06T05:03:25.006Z,160723100500700
"""LilChao @ DPy8R1W2eP"" raises to 6.00",2020-12-06T05:03:21.917Z,160723100191800
"""BDSuckout @ _9tNhnOi1R"" folds",2020-12-06T05:03:17.685Z,160723099768600
"""Ravi @ ox-gnCkjtQ"" folds",2020-12-06T05:03:16.818Z,160723099681900
"""josh @ Cg8enqeOhO"" raises to 3.00",2020-12-06T05:03:14.269Z,160723099427000
"""Big B @ -nvwKal4Ww"" folds",2020-12-06T05:03:08.672Z,160723098867300
"""LilChao @ DPy8R1W2eP"" posts a big blind of 1.00",2020-12-06T05:02:42.891Z,160723096289208
"""BDSuckout @ _9tNhnOi1R"" posts a small blind of 0.50",2020-12-06T05:02:42.891Z,160723096289207
"Player stacks: #3 ""BDSuckout @ _9tNhnOi1R"" (76.72) | #4 ""LilChao @ DPy8R1W2eP"" (284.12) | #7 ""Big B @ -nvwKal4Ww"" (678.56) | #8 ""josh @ Cg8enqeOhO"" (345.77) | #10 ""Ravi @ ox-gnCkjtQ"" (608.54)",2020-12-06T05:02:42.891Z,160723096289201
"-- starting hand #356  (Pot Limit Omaha Hi) (dealer: ""Ravi @ ox-gnCkjtQ"") --",2020-12-06T05:02:42.891Z,160723096289200
"-- ending hand #355 --",2020-12-06T05:02:35.873Z,160723095589403
"""Ravi @ ox-gnCkjtQ"" shows a K♥, 4♦, 10♠, 9♥.",2020-12-06T05:02:35.873Z,160723095589402
"""BDSuckout @ _9tNhnOi1R"" collected 10.00 from pot with Three of a Kind (combination: A♦, A♠, A♥, Q♠, 9♦)",2020-12-06T05:02:35.873Z,160723095589401
"""BDSuckout @ _9tNhnOi1R"" shows a 3♦, 9♦, A♦, 4♠.",2020-12-06T05:02:35.873Z,160723095589400
"""josh @ Cg8enqeOhO"" checks",2020-12-06T05:02:35.059Z,160723095505900
"""Big B @ -nvwKal4Ww"" checks",2020-12-06T05:02:30.778Z,160723095077900
"""LilChao @ DPy8R1W2eP"" checks",2020-12-06T05:02:24.089Z,160723094409000
"""BDSuckout @ _9tNhnOi1R"" checks",2020-12-06T05:02:21.473Z,160723094147300
"""Ravi @ ox-gnCkjtQ"" checks",2020-12-06T05:02:20.582Z,160723094058200
"river: A♠, 5♠, 5♥, Q♠ [A♥]",2020-12-06T05:02:13.862Z,160723093387700
"""josh @ Cg8enqeOhO"" checks",2020-12-06T05:02:13.044Z,160723093304500
"""Big B @ -nvwKal4Ww"" checks",2020-12-06T05:02:08.016Z,160723092801600
"""LilChao @ DPy8R1W2eP"" checks",2020-12-06T05:02:05.578Z,160723092557800
"""BDSuckout @ _9tNhnOi1R"" checks",2020-12-06T05:02:02.834Z,160723092283500
"""Ravi @ ox-gnCkjtQ"" checks",2020-12-06T05:02:00.896Z,160723092089700
"turn: A♠, 5♠, 5♥ [Q♠]",2020-12-06T05:01:53.891Z,160723091389700
"""josh @ Cg8enqeOhO"" checks",2020-12-06T05:01:53.084Z,160723091308500
"""Big B @ -nvwKal4Ww"" checks",2020-12-06T05:01:50.895Z,160723091089600
"""LilChao @ DPy8R1W2eP"" checks",2020-12-06T05:01:44.859Z,160723090486000
"""BDSuckout @ _9tNhnOi1R"" checks",2020-12-06T05:01:41.551Z,160723090155200
"""Ravi @ ox-gnCkjtQ"" checks",2020-12-06T05:01:40.678Z,160723090067900
"flop:  [A♠, 5♠, 5♥]",2020-12-06T05:01:36.945Z,160723089694600
"""BDSuckout @ _9tNhnOi1R"" calls 2.00",2020-12-06T05:01:36.127Z,160723089612800
"""Ravi @ ox-gnCkjtQ"" calls 2.00",2020-12-06T05:01:35.226Z,160723089522700
"""josh @ Cg8enqeOhO"" calls 2.00",2020-12-06T05:01:31.960Z,160723089196100
"""Big B @ -nvwKal4Ww"" calls 2.00",2020-12-06T05:01:29.957Z,160723088995800
"""LilChao @ DPy8R1W2eP"" raises to 2.00",2020-12-06T05:01:28.072Z,160723088807200
"""BDSuckout @ _9tNhnOi1R"" posts a big blind of 1.00",2020-12-06T05:01:22.402Z,160723088240409
"""Ravi @ ox-gnCkjtQ"" posts a small blind of 0.50",2020-12-06T05:01:22.402Z,160723088240408
"Player stacks: #3 ""BDSuckout @ _9tNhnOi1R"" (68.72) | #4 ""LilChao @ DPy8R1W2eP"" (286.12) | #7 ""Big B @ -nvwKal4Ww"" (680.56) | #8 ""josh @ Cg8enqeOhO"" (347.77) | #10 ""Ravi @ ox-gnCkjtQ"" (610.54)",2020-12-06T05:01:22.402Z,160723088240402
"-- starting hand #355  (Pot Limit Omaha Hi) (dead button) --",2020-12-06T05:01:22.402Z,160723088240401
"The player ""austin @ J177rrX9xq"" stand up with the stack of 647.99.",2020-12-06T05:01:22.402Z,160723088240400
"-- ending hand #354 --",2020-12-06T05:01:19.488Z,160723087948902
"""josh @ Cg8enqeOhO"" collected 12.00 from pot",2020-12-06T05:01:19.488Z,160723087948901
"Uncalled bet of 6.00 returned to ""josh @ Cg8enqeOhO""",2020-12-06T05:01:19.488Z,160723087948900
"""Big B @ -nvwKal4Ww"" folds",2020-12-06T05:01:18.684Z,160723087868500
"""LilChao @ DPy8R1W2eP"" folds",2020-12-06T05:01:16.539Z,160723087654000
"""BDSuckout @ _9tNhnOi1R"" folds",2020-12-06T05:01:15.624Z,160723087562500
"""austin @ J177rrX9xq"" folds",2020-12-06T05:01:13.185Z,160723087318500
"""Ravi @ ox-gnCkjtQ"" folds",2020-12-06T05:01:00.901Z,160723086090100
"""josh @ Cg8enqeOhO"" bets 6.00",2020-12-06T05:00:58.327Z,160723085832800
"""Big B @ -nvwKal4Ww"" checks",2020-12-06T05:00:50.382Z,160723085038300
"""LilChao @ DPy8R1W2eP"" checks",2020-12-06T05:00:48.104Z,160723084810500
"""BDSuckout @ _9tNhnOi1R"" checks",2020-12-06T05:00:44.254Z,160723084425500
"""austin @ J177rrX9xq"" checks",2020-12-06T05:00:43.383Z,160723084338400
"""Ravi @ ox-gnCkjtQ"" checks",2020-12-06T05:00:37.991Z,160723083799100
"flop:  [2♣, K♦, 2♦]",2020-12-06T05:00:32.279Z,160723083228000
"""Ravi @ ox-gnCkjtQ"" calls 2.00",2020-12-06T05:00:31.474Z,160723083147400
"""josh @ Cg8enqeOhO"" calls 2.00",2020-12-06T05:00:24.120Z,160723082412100
"""Big B @ -nvwKal4Ww"" calls 2.00",2020-12-06T05:00:22.226Z,160723082222700
"""LilChao @ DPy8R1W2eP"" calls 2.00",2020-12-06T05:00:17.902Z,160723081790300
"""BDSuckout @ _9tNhnOi1R"" calls 2.00",2020-12-06T05:00:08.877Z,160723080887700
"""austin @ J177rrX9xq"" raises to 2.00",2020-12-06T05:00:07.779Z,160723080778000
"""Ravi @ ox-gnCkjtQ"" posts a big blind of 1.00",2020-12-06T04:59:58.943Z,160723079894810
"Dead Small Blind",2020-12-06T04:59:58.943Z,160723079894809
"Player stacks: #1 ""austin @ J177rrX9xq"" (649.99) | #3 ""BDSuckout @ _9tNhnOi1R"" (70.72) | #4 ""LilChao @ DPy8R1W2eP"" (288.12) | #7 ""Big B @ -nvwKal4Ww"" (682.56) | #8 ""josh @ Cg8enqeOhO"" (337.77) | #10 ""Ravi @ ox-gnCkjtQ"" (612.54)",2020-12-06T04:59:58.943Z,160723079894802
"-- starting hand #354  (Pot Limit Omaha Hi) (dealer: ""josh @ Cg8enqeOhO"") --",2020-12-06T04:59:58.943Z,160723079894801
"The player ""Brian @ hwE4Y0jEb1"" quits the game with a stack of 0.00.",2020-12-06T04:59:58.943Z,160723079894800
"-- ending hand #353 --",2020-12-06T04:59:52.430Z,160723079243504
"""Brian @ hwE4Y0jEb1"" shows a A♦, 10♠, J♦, K♥.",2020-12-06T04:59:52.430Z,160723079243503
"""Big B @ -nvwKal4Ww"" collected 561.00 from pot with Straight Flush (combination: K♣, Q♣, J♣, 10♣, 9♣)",2020-12-06T04:59:52.430Z,160723079243502
"""Big B @ -nvwKal4Ww"" shows a 10♣, 3♦, Q♣, 9♦.",2020-12-06T04:59:52.430Z,160723079243501
"Uncalled bet of 121.56 returned to ""Big B @ -nvwKal4Ww""",2020-12-06T04:59:52.430Z,160723079243500
"""Brian @ hwE4Y0jEb1"" calls 218.50 and go all in",2020-12-06T04:59:51.624Z,160723079162500
"""Big B @ -nvwKal4Ww"" raises to 340.06 and go all in",2020-12-06T04:59:49.173Z,160723078917400
"""Brian @ hwE4Y0jEb1"" bets 124.00",2020-12-06T04:59:32.376Z,160723077237700
"river: J♠, 8♠, K♣, J♣ [9♣]",2020-12-06T04:59:14.039Z,160723075406300
"""Big B @ -nvwKal4Ww"" calls 40.00",2020-12-06T04:59:13.231Z,160723075323200
"""austin @ J177rrX9xq"" folds",2020-12-06T04:59:04.569Z,160723074457000
"""Brian @ hwE4Y0jEb1"" bets 40.00",2020-12-06T04:59:01.009Z,160723074101000
"turn: J♠, 8♠, K♣ [J♣]",2020-12-06T04:58:39.312Z,160723071931800
"""josh @ Cg8enqeOhO"" folds",2020-12-06T04:58:38.505Z,160723071850600
"""Big B @ -nvwKal4Ww"" calls 10.00",2020-12-06T04:58:27.277Z,160723070727800
"""LilChao @ DPy8R1W2eP"" folds",2020-12-06T04:58:26.247Z,160723070624800
"""BDSuckout @ _9tNhnOi1R"" folds",2020-12-06T04:58:25.265Z,160723070526500
"""austin @ J177rrX9xq"" calls 10.00",2020-12-06T04:58:22.237Z,160723070223800
"""Ravi @ ox-gnCkjtQ"" folds",2020-12-06T04:58:20.787Z,160723070078700
"""Brian @ hwE4Y0jEb1"" bets 10.00",2020-12-06T04:57:55.031Z,160723067503200
"""josh @ Cg8enqeOhO"" checks",2020-12-06T04:57:38.026Z,160723065802700
"flop:  [J♠, 8♠, K♣]",2020-12-06T04:57:35.374Z,160723065537700
"""Brian @ hwE4Y0jEb1"" calls 2.00",2020-12-06T04:57:34.568Z,160723065456900
"""josh @ Cg8enqeOhO"" calls 2.00",2020-12-06T04:57:32.261Z,160723065226200
"""Big B @ -nvwKal4Ww"" calls 2.00",2020-12-06T04:57:29.796Z,160723064979700
"""LilChao @ DPy8R1W2eP"" calls 2.00",2020-12-06T04:57:25.012Z,160723064501300
"""BDSuckout @ _9tNhnOi1R"" calls 2.00",2020-12-06T04:57:24.131Z,160723064413200
"""austin @ J177rrX9xq"" calls 2.00",2020-12-06T04:57:23.245Z,160723064324600
"""Ravi @ ox-gnCkjtQ"" raises to 2.00",2020-12-06T04:57:21.356Z,160723064135700
"""Brian @ hwE4Y0jEb1"" posts a big blind of 1.00",2020-12-06T04:57:15.392Z,160723063539410
"""josh @ Cg8enqeOhO"" posts a small blind of 0.50",2020-12-06T04:57:15.392Z,160723063539409
